ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0072112,podocyte differentiation,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,NOTCH2,1
GO:0090336,positive regulation of brown fat cell differentiation,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,RREB1,1
GO:0097709,connective tissue replacement,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,PPARG,1
GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,HSPA1A,1
GO:0006140,regulation of nucleotide metabolic process,2/132,82/18842,0.024390243902439,3.48152254249815,1.89151931569145,0.112772477006104,0.909605164329071,0.909605164329071,TIGAR/GCKR,2
GO:0019915,lipid storage,2/132,82/18842,0.024390243902439,3.48152254249815,1.89151931569145,0.112772477006104,0.909605164329071,0.909605164329071,PPARG/FTO,2
GO:0043537,negative regulation of blood vessel endothelial cell migration,2/132,82/18842,0.024390243902439,3.48152254249815,1.89151931569145,0.112772477006104,0.909605164329071,0.909605164329071,CSNK2B/PPARG,2
GO:1900542,regulation of purine nucleotide metabolic process,2/132,82/18842,0.024390243902439,3.48152254249815,1.89151931569145,0.112772477006104,0.909605164329071,0.909605164329071,TIGAR/GCKR,2
GO:0048041,focal adhesion assembly,2/132,83/18842,0.0240963855421687,3.43957648776926,1.87090049620597,0.115049312817125,0.918825733191458,0.918825733191458,MACF1/PEAK1,2
GO:0060541,respiratory system development,2/132,83/18842,0.0240963855421687,3.43957648776926,1.87090049620597,0.115049312817125,0.918825733191458,0.918825733191458,BAG6/PROX1,2
GO:0044843,cell cycle G1/S phase transition,4/132,265/18842,0.0150943396226415,2.15460263007433,1.58989972967667,0.115919419654586,0.918825733191458,0.918825733191458,CDKN2B/CCND2/UBE2E2/AIF1,4
GO:0009410,response to xenobiotic stimulus,5/132,368/18842,0.0135869565217391,1.93943511198946,1.52866483225082,0.116816237019678,0.918825733191458,0.918825733191458,KCNJ11/ABCC8/KCNQ1/NQO1/LTA,5
GO:0007498,mesoderm development,2/132,84/18842,0.0238095238095238,3.39862914862915,1.85059562416006,0.117337944009991,0.918825733191458,0.918825733191458,HMGA2/EYA2,2
GO:0051054,positive regulation of DNA metabolic process,4/132,267/18842,0.0149812734082397,2.1384632845307,1.57366503450133,0.118260567931357,0.918825733191458,0.918825733191458,MAP2K7/TIGAR/EYA2/AGER,4
GO:0002836,positive regulation of response to tumor cell,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,HLA-DRB1,1
GO:0002839,positive regulation of immune response to tumor cell,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,HLA-DRB1,1
GO:0003159,morphogenesis of an endothelium,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,CSNK2B,1
GO:0003283,atrial septum development,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,NOTCH2,1
GO:0006517,protein deglycosylation,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,RNF5,1
GO:0006704,glucocorticoid biosynthetic process,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,CYP21A2,1
GO:0010633,negative regulation of epithelial cell migration,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,PTPRG,1
GO:0015871,choline transport,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,SLC44A4,1
GO:0032239,regulation of nucleobase-containing compound transport,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,HHEX,1
GO:0035930,corticosteroid hormone secretion,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,KCNQ1,1
GO:0043252,sodium-independent organic anion transport,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,SLCO6A1,1
GO:0048011,neurotrophin TRK receptor signaling pathway,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,BCAR1,1
GO:0060353,regulation of cell adhesion molecule production,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,NOTCH4,1
GO:0061154,endothelial tube morphogenesis,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,CSNK2B,1
GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,HSPA1A,1
GO:0071103,DNA conformation change,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,HHEX,1
GO:0072311,glomerular epithelial cell differentiation,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,NOTCH2,1
GO:0086014,atrial cardiac muscle cell action potential,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,KCNQ1,1
GO:0086026,atrial cardiac muscle cell to AV node cell signaling,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,KCNQ1,1
GO:0086066,atrial cardiac muscle cell to AV node cell communication,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,KCNQ1,1
GO:0097401,synaptic vesicle lumen acidification,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,ATP6V1G2,1
GO:0099601,regulation of neurotransmitter receptor activity,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,PRRT1,1
GO:0110110,positive regulation of animal organ morphogenesis,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,POU5F1,1
GO:1901077,regulation of relaxation of muscle,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,ABCC8,1
GO:1903027,regulation of opsonization,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,C2,1
GO:2000811,negative regulation of anoikis,1/132,18/18842,0.0555555555555556,7.93013468013468,2.47072276542933,0.118916051523588,0.918825733191458,0.918825733191458,TLE1,1
GO:0006096,glycolytic process,2/132,85/18842,0.0235294117647059,3.35864527629234,1.83059575629206,0.11963809689981,0.920595306278514,0.920595306278514,TIGAR/GCKR,2
GO:0051098,regulation of binding,2/132,85/18842,0.0235294117647059,3.35864527629234,1.83059575629206,0.11963809689981,0.920595306278514,0.920595306278514,HMGA2/IDE,2
GO:0098876,vesicle-mediated transport to the plasma membrane,3/132,172/18842,0.0174418604651163,2.48969344608879,1.64850784492868,0.120178351924783,0.920595306278514,0.920595306278514,MACF1/SNX17/VTI1A,3
GO:0002292,T cell differentiation involved in immune response,2/132,86/18842,0.0232558139534884,3.31959126145173,1.81089230876704,0.121949501003983,0.920595306278514,0.920595306278514,HLA-DRB1/HLA-DRA,2
GO:0043270,positive regulation of monoatomic ion transport,3/132,174/18842,0.0172413793103448,2.4610762800418,1.62630001084255,0.123243382389843,0.920595306278514,0.920595306278514,ABCC8/KCNQ1/WFS1,3
GO:0042102,positive regulation of T cell proliferation,2/132,87/18842,0.0229885057471264,3.28143504005573,1.79147703869369,0.124271889011342,0.920595306278514,0.920595306278514,AGER/AIF1,2
GO:0046032,ADP catabolic process,2/132,87/18842,0.0229885057471264,3.28143504005573,1.79147703869369,0.124271889011342,0.920595306278514,0.920595306278514,TIGAR/GCKR,2
GO:0170062,nutrient storage,2/132,87/18842,0.0229885057471264,3.28143504005573,1.79147703869369,0.124271889011342,0.920595306278514,0.920595306278514,PPARG/FTO,2
GO:0002029,desensitization of G protein-coupled receptor signaling pathway,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,GIPR,1
GO:0003228,atrial cardiac muscle tissue development,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,PROX1,1
GO:0006098,pentose-phosphate shunt,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,TIGAR,1
GO:0007130,synaptonemal complex assembly,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,BAG6,1
GO:0009163,nucleoside biosynthetic process,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,MTAP,1
GO:0010612,regulation of cardiac muscle adaptation,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,PPARG,1
GO:0010885,regulation of cholesterol storage,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,PPARG,1
GO:0021801,cerebral cortex radial glia-guided migration,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,ZMIZ1,1
GO:0022030,telencephalon glial cell migration,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,ZMIZ1,1
GO:0031076,embryonic camera-type eye development,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,PROX1,1
GO:0033081,regulation of T cell differentiation in thymus,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,RASGRP1,1
GO:0034404,nucleobase-containing small molecule biosynthetic process,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,MTAP,1
GO:0035461,vitamin transmembrane transport,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,SLC44A4,1
GO:0042659,regulation of cell fate specification,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,GATAD2A,1
GO:0043116,negative regulation of vascular permeability,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,ABCC8,1
GO:0046128,purine ribonucleoside metabolic process,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,MTAP,1
GO:0048490,anterograde synaptic vesicle transport,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,AP3S2,1
GO:0070193,synaptonemal complex organization,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,BAG6,1
GO:0098915,membrane repolarization during ventricular cardiac muscle cell action potential,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,KCNQ1,1
GO:0099514,synaptic vesicle cytoskeletal transport,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,AP3S2,1
GO:0099517,synaptic vesicle transport along microtubule,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,AP3S2,1
GO:0110076,negative regulation of ferroptosis,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,NQO1,1
GO:1901028,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,HSPA1A,1
GO:1903020,positive regulation of glycoprotein metabolic process,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,TCF7L2,1
GO:1903232,melanosome assembly,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,AP3S2,1
GO:1903242,regulation of cardiac muscle hypertrophy in response to stress,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,PPARG,1
GO:1904294,positive regulation of ERAD pathway,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,BAG6,1
GO:1905244,regulation of modification of synaptic structure,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,CAMKV,1
GO:1905709,negative regulation of membrane permeability,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,HSPA1A,1
GO:2000737,negative regulation of stem cell differentiation,1/132,19/18842,0.0526315789473684,7.51275917065391,2.38560999176377,0.125094498251111,0.920595306278514,0.920595306278514,ZFP36L2,1
GO:0000209,protein polyubiquitination,4/132,273/18842,0.0146520146520147,2.09146409146409,1.52580335072918,0.125406837968788,0.921740259070588,0.921740259070588,UBE2E2/UBE3C/NQO1/RNF5,4
GO:0002695,negative regulation of leukocyte activation,3/132,176/18842,0.0170454545454545,2.43310950413223,1.6043980518906,0.126336906627374,0.92626061218075,0.92626061218075,HLA-DRB1/LST1/MICA,3
GO:0051168,nuclear export,3/132,176/18842,0.0170454545454545,2.43310950413223,1.6043980518906,0.126336906627374,0.92626061218075,0.92626061218075,CCHCR1/HHEX/DDX39B,3
GO:2000142,regulation of DNA-templated transcription initiation,2/132,88/18842,0.0227272727272727,3.24414600550964,1.77234202679328,0.126604996751556,0.927070212825843,0.927070212825843,HNF1A/HNF1B,2
GO:0009137,purine nucleoside diphosphate catabolic process,2/132,89/18842,0.0224719101123596,3.20769492679605,1.75347966113657,0.128948563164809,0.939242946469356,0.939242946469356,TIGAR/GCKR,2
GO:0009181,purine ribonucleoside diphosphate catabolic process,2/132,89/18842,0.0224719101123596,3.20769492679605,1.75347966113657,0.128948563164809,0.939242946469356,0.939242946469356,TIGAR/GCKR,2
GO:0050886,endocrine process,2/132,89/18842,0.0224719101123596,3.20769492679605,1.75347966113657,0.128948563164809,0.939242946469356,0.939242946469356,PPARG/KCNQ1,2
GO:0002840,regulation of T cell mediated immune response to tumor cell,1/132,20/18842,0.05,7.13712121212121,2.30647558029136,0.131229945641583,0.939242946469356,0.939242946469356,HLA-DRB1,1
GO:0003184,pulmonary valve morphogenesis,1/132,20/18842,0.05,7.13712121212121,2.30647558029136,0.131229945641583,0.939242946469356,0.939242946469356,NOTCH2,1
GO:0021696,cerebellar cortex morphogenesis,1/132,20/18842,0.05,7.13712121212121,2.30647558029136,0.131229945641583,0.939242946469356,0.939242946469356,PROX1,1
GO:0022401,negative adaptation of signaling pathway,1/132,20/18842,0.05,7.13712121212121,2.30647558029136,0.131229945641583,0.939242946469356,0.939242946469356,GIPR,1
GO:0023058,adaptation of signaling pathway,1/132,20/18842,0.05,7.13712121212121,2.30647558029136,0.131229945641583,0.939242946469356,0.939242946469356,GIPR,1
